,ActivePower,AmbientTemperatue,BearingShaftTemperature,Blade1PitchAngle,Blade2PitchAngle,Blade3PitchAngle,ControlBoxTemperature,GearboxBearingTemperature,GearboxOilTemperature,GeneratorRPM,GeneratorWinding1Temperature,GeneratorWinding2Temperature,HubTemperature,MainBoxTemperature,NacellePosition,ReactivePower,RotorRPM,TurbineStatus,WTG,WindDirection,WindSpeed
2019-01-20 06:30:00+00:00,175.8648173,26.9952288,37.9566028,,,,0,62.0024881,54.7324993,1049.48787,56.5316396,55.7791749,32.996185,36.0495565,,36.62013423,9.3980711,2,G01,,4.22415485
2019-01-20 06:40:00+00:00,242.960282,27.2270655,38.0211434,,,,0,62.277498,54.9469726,1046.38977,56.3967311,55.6445872,32.996185,36.2500004,204,49.7092871,9.3759816,2,G01,204,4.905149735
2019-01-20 06:50:00+00:00,185.1534952,27.3917085,38.1213387,,,,0,62.3353589,55.2766132,1032.29188,56.5672533,55.8191131,32.996185,36.4877167,182.25,37.54881181,9.24953705,2,G01,182.25,4.31345985
2019-01-20 07:00:00+00:00,0.832539735,28.1047494,37.9293363,,,,0,59.9112568,54.4779061,272.9725695,55.843783,55.15836,32.9911639,37.2512344,184.6666667,-6.798280655,2.487273353,2,G01,184.6666667,3.65034487
2019-01-20 07:10:00+00:00,26.4497085,28.3370294,37.7681484,,,,0,59.301509,54.8733462,688.5058804,54.8136632,54.2280993,32.9015215,37.974764,178,2.233631243,6.128865414,2,G01,178,3.206614875
2019-01-20 07:20:00+00:00,86.0302215,28.4937545,37.7011219,,,,0,59.032454,54.2884106,787.528039,54.0883381,53.5447331,32.9929932,38.15625,191,11.59299377,7.04537498,2,G01,191,3.77696483
2019-01-20 07:30:00+00:00,125.2227737,28.2895876,37.9740067,,,,0,60.4075387,54.766345,1030.2761,54.0803605,53.4397987,33.0132273,37.5814613,171,25.54040858,9.2283968,2,G01,171,4.0701798
2019-01-20 07:40:00+00:00,26.83056937,28.7939011,37.9533465,,,,0,59.6113008,54.1076297,583.99913,54.2620051,53.5910577,33.2029767,37.8749928,168.3333333,-1.613673645,5.25547571,2,G01,168.3333333,3.741129865
2019-01-20 07:50:00+00:00,29.01914602,28.8113959,37.7945804,,,,0,58.3185799,53.8017312,536.6586544,53.2760144,52.7024162,33.0073415,38.4054883,,-2.341699325,4.793303016,2,G01,,3.857839865
2019-01-20 08:00:00+00:00,180.9254881,28.8905547,37.9198287,,,,0,59.8396429,54.1420267,1034.82858,52.9828132,52.4058854,33.8587914,38.1812504,183,37.47544597,9.28198285,2,G01,183,4.35060985
2019-01-20 08:10:00+00:00,-4.151893105,29.27001378,37.85355144,,,,0,58.346633,53.35830689,190.5937483,53.26820122,52.64987311,33.33659278,38.29711,192.5,-11.03210847,1.572865807,2,G01,192.5,2.964894875
2019-01-20 08:20:00+00:00,147.3846334,29.4096823,37.7320091,,,,0,58.5877794,53.7959134,806.507356,52.980248,52.4160348,33.63355164,39.0125,192,24.0733848,7.24313773,2,G01,192,4.76731487
2019-01-20 08:30:00+00:00,193.9894589,29.284625,38.09532109,,,,0,61.14753864,54.68211909,946.5340188,54.042799,53.37215064,34.011982,38.32952091,188.8333333,38.5809417,8.498772369,2,G01,188.8333333,4.366299855
2019-01-20 08:40:00+00:00,2.231910975,29.7512268,37.8624316,,,,0,58.4694703,53.4077096,316.7744286,54.2054938,53.549084,33.6050441,39.0673052,186.25,-11.37920653,2.753119779,2,G01,186.25,3.7526499
2019-01-20 08:50:00+00:00,135.5721762,29.38250667,31.639217,,,,0,49.60972183,54.30968083,1029.13055,53.80261817,53.16970717,28.4227525,32.63541667,173.3333333,26.24442313,9.2380455,2,G01,173.3333333,3.833085521
2019-01-20 09:00:00+00:00,30.49278707,29.9705343,38.2068253,,,,0,59.6205658,54.1317724,758.1962642,54.2083284,53.5024651,34.7007964,38.850054,163,0.80629388,6.80531227,2,G01,163,3.530579865
2019-01-20 09:10:00+00:00,413.54574,29.69041043,32.75035314,,,,0,51.83802457,54.25823157,1144.804086,54.300046,53.62985086,29.95521971,33.5625,181.2,82.42867029,10.26833207,2,G01,181.2,5.198328443
2019-01-20 09:20:00+00:00,281.1118382,29.8309142,38.6150607,,,,0,63.3910781,55.3465717,1085.64878,56.7706299,56.0609382,34.996185,38.8872333,182,59.8014191,9.743694,2,G01,182,4.69420486
2019-01-20 09:30:00+00:00,106.9322083,30.2545611,38.5462299,,,,0,61.4146632,55.3263531,772.6279207,56.4758754,55.7512379,34.9914859,39.456696,196.5,14.74712102,6.944720385,2,G01,196.5,4.140249755
2019-01-20 09:40:00+00:00,299.367971,30.0209099,38.7278243,,,,0,62.9157691,55.9207575,1045.90284,57.1796152,56.4170325,34.996185,39.35,189,59.34240645,9.3847363,2,G01,189,5.113619825
2019-01-20 09:50:00+00:00,113.6323448,29.8386581,38.7513593,,,,0,62.17539,55.7418869,772.428153,57.6372484,56.8851247,34.996185,39.6812397,177.5,18.6527651,6.92221773,2,G01,177.5,4.566364865
2019-01-20 10:00:00+00:00,147.7296103,29.9532704,31.0468446,,,,0,49.938196,55.888138,887.916966,57.447285,56.715744,27.996948,31.7875,171.8,26.40221729,7.91150104,2,G01,171.8,4.691722089
2019-01-20 10:10:00+00:00,138.3998079,29.9652591,38.6644408,,,,0,60.4869808,55.3943956,852.770357,56.8234008,56.1369427,34.996185,40.2991236,176.8,23.62016093,7.6634573,2,G01,176.8,4.634924875
2019-01-20 10:20:00+00:00,195.3000618,30.012268,38.9081571,,,,0,62.0701174,55.8758351,1036.94949,57.123988,56.3801015,35.013388,39.79375,166,39.65879793,9.3080338,2,G01,166,4.103309745
2019-01-20 10:30:00+00:00,250.3139305,29.8659383,39.0718456,,,,0,63.4001957,56.3101724,1056.67377,58.2849921,57.4855829,35.8800831,39.8307099,162,51.28036157,9.4886278,2,G01,162,4.696724765
2019-01-20 10:40:00+00:00,204.190664,29.6885273,39.2008133,,,,0,63.0451238,56.4154265,1048.92995,58.6606589,57.8481183,35.9912374,39.875,,40.27472755,9.40767845,2,G01,,4.453064805
2019-01-20 10:50:00+00:00,121.7343838,29.8199349,39.2726922,,,,0,62.8227102,56.3839232,695.859188,58.850303,58.0305426,35.7947923,40.0375,160,20.84965329,6.227284084,2,G01,160,3.95383488
2019-01-20 11:00:00+00:00,27.47664844,30.103995,38.8591289,,,,0,60.0243708,55.4856438,397.179259,58.240007,57.5274583,35.0044955,41.2627544,175.3333333,-3.82104361,3.523186274,2,G01,175.3333333,4.06275489
2019-01-20 11:10:00+00:00,184.4182744,29.8796652,39.0826806,,,,0,62.2587896,56.6998029,1032.6552,57.9654606,57.2937711,35.9184457,40.8310627,173.3333333,38.15207384,9.2624544,2,G01,173.3333333,4.265494865
2019-01-20 11:20:00+00:00,171.8861756,29.776896,39.3133797,,,,0,63.0067591,56.7778265,1032.96876,58.5313255,57.7647781,35.9965855,40.2940075,,34.36706759,9.2610885,2,G01,,4.048804835
2019-01-20 11:30:00+00:00,308.2115604,29.508462,39.5076833,,,,0,64.3157712,57.1100287,1092.79013,59.5385383,58.7473898,36.0052544,40.0667374,172,63.87823605,9.7942634,2,G01,172,4.93315476
2019-01-20 11:40:00+00:00,312.418196,29.3982864,39.6348965,,,,0,64.5036853,57.296587,1053.49346,59.8333155,59.0429626,36.006199,40.0162441,176,63.01225525,9.44583285,2,G01,176,5.21520483
2019-01-20 11:50:00+00:00,276.6181615,29.2409438,39.7444873,,,,0,64.9262416,57.6023911,1057.84669,60.4015692,59.6245136,36.0092635,39.94375,183,55.3065976,9.4835248,2,G01,183,4.94892481
2019-01-20 12:00:00+00:00,379.9595685,29.0581949,39.8317597,,,,0,65.5038644,57.7918318,1107.09647,60.762055,59.9855985,36.0083714,39.88125,182,77.582028,9.9264324,2,G01,182,5.27870481
2019-01-20 12:10:00+00:00,473.3349805,28.7910299,40.060384,,,,0,67.1275144,58.3789603,1156.94734,62.375177,61.647972,36.3065021,39.7750095,186.5,96.8590175,10.3726047,2,G01,186.5,5.928819815
2019-01-20 12:20:00+00:00,716.620235,28.6234213,40.2544257,,,,0,68.6757084,59.0267277,1323.96243,63.7851827,63.0725399,36.2589313,39.6786129,,145.3197613,11.8735239,2,G01,,6.76162481
2019-01-20 12:30:00+00:00,690.496714,28.4330205,40.7729543,,,,0,69.6028264,59.0685929,1281.14651,66.0400871,65.3916854,36.028434,39.3310116,192.5,141.140396,11.4915507,2,G01,192.5,7.0799197
2019-01-20 12:40:00+00:00,586.4202035,28.2705343,40.8442527,,,,0,68.478736,58.5320531,1228.32039,66.499639,65.7915976,36.0278657,38.981215,194,118.0052093,11.02626975,2,G01,194,6.46231996
2019-01-20 12:50:00+00:00,986.547522,28.069657,41.0312876,,,,0,69.9268349,58.7014785,1450.97829,68.137394,67.4896699,36.029055,38.7,,196.8782383,12.99306805,2,G01,,7.54451977
2019-01-20 13:00:00+00:00,1088.491178,27.8449952,41.8233561,,,,0,71.7336338,59.5016646,1514.73169,71.4768082,70.9998994,36.0066982,38.35625,188,220.0448315,13.58056805,2,G01,188,7.651144635
2019-01-20 13:10:00+00:00,1230.944367,27.6517118,42.4168228,,,,0,72.4134818,60.0958778,1565.15114,73.7121229,73.2423461,36.0084809,38.100011,,248.273148,14.0278353,2,G01,,8.122264485
2019-01-20 13:20:00+00:00,1195.721385,27.3312087,43.1245846,,,,0,73.3630048,60.8087781,1533.89226,77.2497726,76.8291646,36.0638479,37.9031243,,241.682776,13.7534184,2,G01,,8.106924415
2019-01-20 13:30:00+00:00,1276.931194,27.0868954,43.3722326,,,,0,73.2284404,60.8903586,1566.72637,78.1279043,77.6500144,36.5947071,37.73125,194,256.3952225,14.05411135,2,G01,194,7.832649755
2019-01-20 13:40:00+00:00,1492.239325,26.8752034,44.0445169,,,,0,74.921202,62.2601884,1678.67867,83.0441905,82.626489,36.9874997,37.541103,,306.698798,15.07684475,2,G01,,8.43699943
2019-01-20 13:50:00+00:00,1349.670554,26.7763913,44.4372657,,,,0,75.0377409,62.5301561,1598.69241,85.3481995,84.9336866,36.9960061,37.475006,,270.052559,14.323278,2,G01,,8.342424475
2019-01-20 14:00:00+00:00,1543.823435,26.5877059,44.8147169,,,,0,75.7176244,63.063397,1687.66234,87.6733205,87.2210921,36.996185,37.3372922,202,314.8516325,15.1380366,2,G01,202,8.74739938
2019-01-20 14:10:00+00:00,1697.00424,26.4225184,45.3091086,,,,0,76.8894834,64.039259,1741.22287,92.2030026,91.7809171,36.996185,37.249953,,344.3820515,15.6238727,2,G01,,8.687099205
2019-01-20 14:20:00+00:00,1716.795615,26.2283327,45.600695,,,,0,77.536046,64.7014864,1771.35283,96.0498787,95.6383267,36.996185,37.310155,,348.401319,15.88818025,2,G01,,9.21773945
2019-01-20 14:30:00+00:00,1683.50304,25.9381081,45.8910321,,,,0,77.5560156,64.8215465,1736.18049,99.0695147,98.6234661,37.001439,37.25,,341.166785,15.5926935,2,G01,,9.068069425
2019-01-20 14:40:00+00:00,1338.253605,25.7314419,46.2159143,,,,0,76.4684556,64.0784655,1606.00206,99.40888,98.964849,37.0049332,37.1290302,,275.1306425,14.3925245,2,G01,,8.343539295
2019-01-20 14:50:00+00:00,1080.417917,25.5892346,46.051425,,,,0,74.5175709,62.4777051,1500.43335,95.6584821,95.1313064,37.0042856,36.8995522,200,215.7813205,13.46290305,2,G01,200,7.674159635
2019-01-20 15:00:00+00:00,1265.5626,25.4657611,46.0543833,,,,0,74.3467833,62.1448431,1577.15649,93.7994378,93.2716016,37.0039205,36.4562508,206,255.584219,14.128681,2,G01,206,8.371754505
2019-01-20 15:10:00+00:00,1200.0363,25.3454195,41.04071811,,,,0,65.80401211,61.68043088,1566.419963,92.80999188,92.3167055,32.89228,32.10415522,,245.3824238,14.06596563,2,G01,,7.602180788
2019-01-20 15:20:00+00:00,1160.783406,25.273093,34.635385,,,,0,54.93377,61.16133675,1541.313875,90.814549,90.336135,27.75286125,26.828125,206,233.2796211,13.7985,2,G01,206,7.947899378
2019-01-20 15:30:00+00:00,1145.55888,25.17475633,46.2354375,,,,0,72.7558405,60.58666767,1512.923733,89.115175,88.62082667,37.003815,35.40625,206,236.267952,13.55756517,2,G01,206,8.3829797
2019-01-20 15:40:00+00:00,1251.4077,25.170704,23.120447,,,,0,36.4048425,60.641895,1571.2861,88.9322,88.45907,18.5019075,17.6875,,255.34712,14.096539,1,G01,,7.40769975
2019-01-20 15:50:00+00:00,912.6354279,24.86476244,45.9553515,,,,0,71.06354,59.48144767,1439.757356,85.49349511,84.96009511,37.003815,34.97000413,206,184.0479368,12.91600333,2,G01,206,7.583515405
2019-01-20 16:00:00+00:00,927.812815,24.6977854,45.7790738,,,,0,70.8016055,59.0181435,1430.04721,83.321904,82.7613721,37.003815,34.7248509,,189.856904,12.83456325,2,G01,,7.53821962
2019-01-20 16:10:00+00:00,851.7235475,24.5828747,45.6117795,,,,0,70.2128944,58.4997434,1395.71911,81.3327843,80.7694835,37.003815,34.4562504,,173.788719,12.51253115,2,G01,,7.443889585
2019-01-20 16:20:00+00:00,826.5869485,24.4619928,45.333715,,,,0,69.5178588,58.0733076,1378.79858,79.1766899,78.5781824,36.9966398,34.2398685,,167.1636345,12.35654625,2,G01,,7.200684735
2019-01-20 16:30:00+00:00,950.5275235,24.3869198,45.163486,,,,0,69.9211895,57.9122862,1443.71679,77.9667823,77.4021735,36.2228118,34.1480729,,192.4312555,12.94513165,2,G01,,7.53467481
2019-01-20 16:40:00+00:00,759.6880445,24.1887784,45.2051906,,,,0,69.3754594,57.7331644,1348.99678,76.7761349,76.2214494,36.006042,34.0810898,,154.7825485,12.08966175,2,G01,,7.151589675
2019-01-20 16:50:00+00:00,623.8179335,24.0114224,44.5472988,,,,0,67.69147,57.047555,1254.90036,74.2637218,73.6086887,35.6117424,33.9958977,209,126.4177044,11.2566236,2,G01,209,6.585589855
2019-01-20 17:00:00+00:00,563.984345,23.8550858,44.0733121,,,,0,66.9349925,56.6203195,1222.47116,72.3392795,71.6479509,35.0040857,33.9061728,,114.4200696,10.9638695,2,G01,,6.547139815
2019-01-20 17:10:00+00:00,526.217159,23.85237,43.7717916,,,,0,66.438461,56.309105,1197.70836,71.0061958,70.309811,35.0063192,33.7995266,,106.3710905,10.7407006,2,G01,,6.46161979
2019-01-20 17:20:00+00:00,,,0,,,,0,0,,,,,0,0,,,,0,G01,,
2019-01-20 17:30:00+00:00,192.2987164,23.70676329,42.77232067,,,,0,61.67913283,54.92125457,1030.310157,65.32180371,64.48463543,35.003815,33.56283667,218,38.71819521,9.239519571,2,G01,218,4.844621271
2019-01-20 17:40:00+00:00,288.854664,23.7407487,42.5429204,,,,0,62.785565,55.1726367,1030.16557,64.1924373,63.3399737,35.003815,33.53125,,58.2132143,9.23686615,2,G01,,5.39388981
2019-01-20 17:50:00+00:00,331.9104831,23.87728475,37.638637,,,,0,56.29044122,55.27286863,1040.765438,63.63986225,62.77804463,31.11450222,29.72916667,,66.83160725,9.341318625,2,G01,,5.674162337
2019-01-20 18:00:00+00:00,,,,,,,,,,,,,,,,,,,G01,,
2019-01-20 18:10:00+00:00,437.3047113,23.7385625,42.092161,,,,0,65.039562,55.887989,1128.7159,63.38823425,62.5811335,35.003815,33.3125,218,88.4140475,10.11366038,2,G01,218,6.052737362
2019-01-20 18:20:00+00:00,432.6920275,23.69329967,36.05476829,,,,0,55.995825,56.12675783,1128.121717,63.360148,62.56520017,29.86415629,28.55357143,,88.66220633,10.11353833,2,G01,,5.888074908
2019-01-20 18:30:00+00:00,384.9254125,23.5586381,41.93048344,,,,0,65.20120533,56.3315416,1082.78327,62.9991474,62.1858693,34.25334,33.27303889,218,78.31056855,9.70765,2,G01,218,5.9286149
2019-01-20 18:40:00+00:00,336.5940285,23.4424346,41.7982998,,,,0,64.8115214,56.4042479,1044.2733,62.4915059,61.6583392,34.0136166,33.19863455,,68.096951,9.3661155,2,G01,,5.50521487
2019-01-20 18:50:00+00:00,301.4235068,23.3270751,37.85811555,,,,0,58.58554236,56.341459,1031.79407,61.8618159,61.0228092,30.91485082,29.8064806,,61.49489158,9.2492313,2,G01,,5.408462963
2019-01-20 19:00:00+00:00,240.7256971,23.13602313,35.54748729,,,,0,54.88370286,56.26412025,1029.924825,60.93585175,60.0831255,29.14624071,28.3125,216.2857143,49.04528876,9.234794375,2,G01,216.2857143,4.840540882
2019-01-20 19:10:00+00:00,201.930535,23.0495853,41.3608721,,,,0,63.6377293,56.0088089,1030.13208,59.819404,58.9703038,34.0044043,32.875,,40.69841935,9.2336182,2,G01,,4.90032983
2019-01-20 19:20:00+00:00,178.053781,22.9676082,41.234809,,,,0,63.2518754,55.7977228,1029.88943,58.7551701,57.910659,34.0043151,32.675,,36.19444575,9.2361433,2,G01,,4.707774715
2019-01-20 19:30:00+00:00,148.3184746,22.9413849,41.0899359,,,,0,62.6950162,55.5730401,1030.14197,57.7225327,56.8780384,34.0038255,32.468679,,29.8136229,9.2296602,2,G01,,4.615864775
2019-01-20 19:40:00+00:00,196.2837145,22.8082019,40.9656979,,,,0,62.7468764,55.3154069,1030.01723,56.9116905,56.0695248,34.0039283,32.2625,,39.6118534,9.2278693,2,G01,,4.83890974
2019-01-20 19:50:00+00:00,325.5320715,22.7071389,40.852827,,,,0,63.3882425,55.3935496,1050.4003,56.9412321,56.1100674,34.003815,32.093881,,66.2996017,9.4134057,2,G01,,5.58279487
2019-01-20 20:00:00+00:00,432.8633055,22.6514925,40.8109143,,,,0,64.4474269,55.4767521,1115.22036,57.7490146,56.9351563,34.003815,32.0062515,209,87.0715645,10.0017792,2,G01,209,5.924984875
2019-01-20 20:10:00+00:00,433.87091,22.5059913,40.8049358,,,,0,65.0361146,55.8244957,1115.2804,58.430688,57.6561248,34.003815,32,,87.2806072,9.99496985,2,G01,,5.774489765
2019-01-20 20:20:00+00:00,388.3543235,22.395523,40.7366068,,,,0,64.9183946,55.9385431,1080.80774,58.5882815,57.8047255,33.9495279,32,,79.06782175,9.6913929,2,G01,,5.82155483
2019-01-20 20:30:00+00:00,415.899019,22.3095851,40.6857419,,,,0,65.179689,56.0491158,1109.1248,58.8927563,58.0961125,33.3744319,31.9559362,,85.81426945,9.9426205,2,G01,,6.06149988
2019-01-20 20:40:00+00:00,423.4372465,22.3751705,40.6284493,,,,0,65.3692945,56.1978664,1113.84625,59.1553603,58.3547778,33.003815,31.89375,215,85.6601277,9.97880785,2,G01,215,5.928469835
2019-01-20 20:50:00+00:00,472.642405,22.4821632,40.5884712,,,,0,65.7715963,56.3299082,1152.25605,59.5192811,58.7139738,33.003815,31.8749895,,95.74474215,10.3315516,2,G01,,6.19671988
2019-01-20 21:00:00+00:00,430.932623,22.5391976,40.5805256,,,,0,66.0904115,56.6916476,1116.16557,60.0437795,59.2661753,33.003815,31.818755,,87.9694338,10.0088883,2,G01,,5.992084885
2019-01-20 21:10:00+00:00,357.1519928,22.47953778,35.95113044,,,,0,58.08023056,56.65481933,1058.760344,59.74393756,58.92035878,29.33672444,28.27777778,215,73.16850606,9.4946065,2,G01,215,5.649805361
2019-01-20 21:20:00+00:00,331.891735,22.4012948,40.322439,,,,0,64.9462384,56.5961367,1041.8731,59.5237845,58.6739973,33.003815,31.79375,,67.1073661,9.3447494,2,G01,,5.699004765
2019-01-20 21:30:00+00:00,436.6044335,22.4196807,40.2710957,,,,0,65.6170606,56.6160199,1123.22745,59.8727353,59.0166435,33.003815,31.7312445,,87.66124715,10.0701028,2,G01,,6.13871489
2019-01-20 21:40:00+00:00,352.6997635,22.3249962,40.209342,,,,0,65.30494,56.7091147,1051.73191,59.8514177,59.0185647,33.003815,31.6782633,,71.4492277,9.4301803,2,G01,,5.85783987
2019-01-20 21:50:00+00:00,350.0830735,22.1753843,40.0999289,,,,0,64.9610301,56.5460776,1051.31775,59.5877932,58.7355516,32.9959177,31.6,,70.48922485,9.4245915,2,G01,,5.5936699
2019-01-20 22:00:00+00:00,429.549602,22.1788552,40.0787672,,,,0,65.5159412,56.5855612,1113.30828,59.7701712,58.9404261,32.9923335,31.5187496,,86.2329126,9.98254665,2,G01,,6.121929875
2019-01-20 22:10:00+00:00,353.816264,22.1255786,40.0456635,,,,0,65.3122815,56.6577001,1055.39494,59.6808699,58.874203,32.9784424,31.4431402,,71.1539293,9.4605607,2,G01,,6.046019835
2019-01-20 22:20:00+00:00,317.5635975,22.0473339,39.9241566,,,,0,64.7735409,56.5433406,1029.9848,59.1679633,58.3455689,32.6889873,31.3901295,,63.98849515,9.23054545,2,G01,,5.37844978
2019-01-20 22:30:00+00:00,308.2857625,21.9149448,39.8029123,,,,0,64.5187374,56.4250385,1030.07152,58.7453555,57.913638,32.0798356,31.3062272,218,62.13191655,9.23608175,2,G01,218,5.434024775
2019-01-20 22:40:00+00:00,327.9259278,21.73806,35.7397134,,,,0,58.0005889,56.268066,1032.676544,58.53322433,57.705568,28.8058709,28.100061,,66.01640944,9.258803111,2,G01,,5.581271978
2019-01-20 22:50:00+00:00,357.712387,21.6446153,39.65229278,,,,0,64.59187944,56.1871121,1057.05504,58.5190891,57.6976777,32.00381833,31.12679744,218,72.8151985,9.4734845,2,G01,218,5.808059825
2019-01-20 23:00:00+00:00,407.9083205,21.7166797,39.6260722,,,,0,65.0409139,56.1947972,1103.38178,58.6494167,57.8404222,32.003815,31.0308304,,82.80530215,9.8885385,2,G01,,5.703649845
2019-01-20 23:10:00+00:00,383.283106,21.7064287,39.6005253,,,,0,65.1262125,56.2380885,1078.02402,58.7099933,57.9265675,32.003815,31,,77.98549325,9.6690854,2,G01,,5.808924895
2019-01-20 23:20:00+00:00,444.28953,21.6403891,39.5696762,,,,0,65.4234735,56.3619211,1127.02449,58.7424579,57.9618529,32.003815,30.9726421,,89.00439445,10.10363815,2,G01,,5.88531488
2019-01-20 23:30:00+00:00,447.633965,21.6160808,39.5795639,,,,0,65.7900475,56.5655764,1132.70453,58.9950816,58.2370799,31.9985897,30.9247927,,90.37721155,10.1535717,2,G01,,6.065434825
2019-01-20 23:40:00+00:00,459.7293245,21.5975236,39.5592697,,,,0,66.082385,56.6336749,1140.37644,59.1460929,58.4073769,31.9953216,30.874808,,92.37643725,10.2277284,2,G01,,6.152029805
2019-01-20 23:50:00+00:00,424.8376155,21.5955039,39.521953,,,,0,65.9843243,56.6892005,1109.30232,59.0688644,58.340423,31.9860524,30.8091402,222,85.68707795,9.94464565,2,G01,222,6.24363984
2019-01-21 00:00:00+00:00,362.1694145,21.4689635,39.4118989,,,,0,65.4434697,56.6588843,1057.9651,58.6843674,57.9408399,31.2581007,30.7326507,228,73.46232605,9.48966155,2,G01,228,5.905579845
2019-01-21 00:10:00+00:00,304.4890594,21.30237422,34.94550322,,,,0,57.70754722,56.54861478,1030.1665,58.14478533,57.394642,27.56406089,27.27083333,228,62.24149728,9.243101556,2,G01,228,5.389888722
2019-01-21 00:20:00+00:00,260.4816905,21.1586301,39.1897954,,,,0,64.407773,56.3733284,1029.85812,57.3337245,56.5811072,31.0022292,30.5558678,234,53.13577675,9.2382587,2,G01,234,5.10184984
2019-01-21 00:30:00+00:00,256.375063,21.0456453,39.0998538,,,,0,64.0179835,56.0325795,1030.01561,56.4330883,55.6782328,31.001907,30.3894518,,52.0757351,9.2388141,2,G01,,4.959749785
2019-01-21 00:40:00+00:00,280.8599294,21.013733,34.688877,,,,0,56.82296333,55.86736222,1030.068789,55.94467544,55.20514,27.55725067,26.86111111,240,57.21166844,9.226752167,2,G01,240,5.228410844
2019-01-21 00:50:00+00:00,296.1792125,20.9873056,38.9479244,,,,0,63.8513179,55.7077622,1030.00452,55.6307452,54.9036142,30.9010449,30.05,,60.351783,9.2421936,2,G01,,5.345574865
2019-01-21 01:00:00+00:00,280.6406195,21.0101378,38.8749837,,,,0,63.6752161,55.5226544,1029.93705,55.235698,54.5164478,30.0101442,29.92502,,57.04094505,9.2321173,2,G01,,5.16791983
2019-01-21 01:10:00+00:00,253.834151,21.0681162,38.7964192,,,,0,63.4500734,55.3905353,1030.08942,54.727244,54.0112496,30.001907,29.8431942,237,52.63177565,9.2440018,2,G01,237,4.971944865
2019-01-21 01:20:00+00:00,201.5668265,21.0727394,38.7074166,,,,0,63.0027478,55.1822785,1029.86655,53.9494957,53.2377874,30.001907,29.7062498,,41.1165273,9.23346665,2,G01,,4.619309745
2019-01-21 01:30:00+00:00,181.7553715,21.1533486,38.6437405,,,,0,62.5793906,54.9264225,1030.03997,53.0872059,52.3755972,30.001907,29.556253,,37.4430796,9.2305405,2,G01,,4.437824855
2019-01-21 01:40:00+00:00,160.9438575,21.3019578,38.5352659,,,,0,62.0665828,54.6276649,1029.90668,52.2036305,51.5172062,30.001907,29.4125,231,32.5736244,9.23415615,2,G01,231,4.30667485
2019-01-21 01:50:00+00:00,160.284419,21.2804626,38.4661475,,,,0,61.813058,54.3658692,1030.11365,51.4711963,50.7916802,30.001907,29.281124,222,31.99391445,9.235163,2,G01,222,4.433314835
2019-01-21 02:00:00+00:00,111.3449879,21.3929784,38.4182467,,,,0,60.9330252,54.0698568,1030.02012,50.7377425,50.0714506,30.5995892,29.1999998,,22.52541118,9.2370534,2,G01,,4.45143981
2019-01-21 02:10:00+00:00,42.00756203,21.531601,38.3555742,,,,0,59.6518266,53.5109432,1029.82792,49.9146234,49.2373909,30.998093,29.1875,,8.97579708,9.2342237,2,G01,,3.692274825
2019-01-21 02:20:00+00:00,-5.407650095,21.811431,38.0323335,,,,0,57.479168,51.9600122,324.068993,49.2311846,48.6056986,30.4980823,29.5497474,,-6.494972552,3.298465729,513,G01,,2.62443985
2019-01-21 02:30:00+00:00,-4.1104653,22.1123393,37.2113931,,,,0,55.2329014,50.7947825,,49.1702244,48.6302469,29.9883399,30.7250004,,-7.8264362,,1024,G01,,1.80859992
2019-01-21 02:40:00+00:00,-4.149438695,22.2535017,36.7524468,,,,0,54.1628098,50.6666756,3.289267333,48.9909182,48.5153691,29.885171,31.46875,231,-8.22781666,0,1024,G01,231,1.840499935
2019-01-21 02:50:00+00:00,-4.214258583,22.27197422,32.39763278,,,,0,47.46487556,50.40935767,0,48.72283233,48.27908222,26.33947989,28.47222222,231,-8.426138806,0,967,G01,231,1.7970277
2019-01-21 03:00:00+00:00,-4.43544871,22.6043734,36.1258394,,,,0,52.7396751,50.1103959,0,48.4476289,47.992901,29.0059809,32.531235,215.3333333,-9.05255735,0,1024,G01,215.3333333,1.939304905
2019-01-21 03:10:00+00:00,-4.9350821,22.83255444,31.91070233,,,,0,46.36717833,49.85297756,3.969056333,48.15926544,47.67502478,25.79411856,29.32638889,189.4,-9.897209861,0,967,G01,189.4,2.219672089
2019-01-21 03:20:00+00:00,-4.63299615,23.3088558,35.7483471,,,,0,51.7870071,49.5225419,3.4083979,47.9099472,47.388529,29.001907,33.34375,195.5,-9.1869442,0,1024,G01,195.5,2.417139915
2019-01-21 03:30:00+00:00,-4.07304086,23.603309,35.6024188,,,,0,51.4265334,49.2215137,5.784211838,47.6521927,47.0854089,29.2532717,33.712209,,-8.234771575,,1024,G01,,2.926574845
2019-01-21 03:40:00+00:00,-4.466291165,23.6402343,35.540852,,,,0,51.1727219,48.9760175,14.8745827,47.3847349,46.7705439,29.008042,34.03125,209,-8.8865066,0,1024,G01,209,3.31881485
2019-01-21 03:50:00+00:00,-4.217133775,23.7171551,35.5347521,,,,0,50.9384985,48.8063619,13.24604356,47.1159182,46.468711,29.3351074,34.34375,,-8.381786075,,1024,G01,,3.23167986
2019-01-21 04:00:00+00:00,-4.591739305,23.8927834,35.4644122,,,,0,50.6558059,48.6301619,14.46826533,46.8661423,46.1821102,29.3563001,34.5993874,,-8.768270375,0,12544,G01,,3.035209845
